id,domain,model,method,question,gold,answer,confidence_raw,confidence,correct,parse_success,raw_response
mgsm_ja_063,math,claude-sonnet-4-6,verb_1s,"マーシーが同じ会社で40年働くと、彼女は年に年金を$50,000もらえる。20年後から、彼女は年額5%の年金を受け取ることができるようになる。彼女が30年後にやめたら、彼女の年金は年額いくらになる？",25000,39375,0.3,0.3,0,1,"問題を整理します。\n\n- 40年働くと年金$50,000/年\n- 20年後から、年額5%の年金を受け取れる（おそらく毎年5%増加）\n- 30年後に辞めた場合の年金額は？\n\nまず、基本の年金額を計算します：\n- 40年で$50,000なので、1年あたり$50,000/40 = $1,250\n\n30年働いた場合の基本年金：\n- $1,250 × 30 = $37,500\n\n次に、5%の増加について：\n- 20年後から5%の年金増加が適用される\n- 30年辞めた場合、20年目から30年目まで10年間、毎年5%増加\n\n10年間の5%複利増加：\n- $37,500 × (1.05)^10\n- (1.05)^10 ≈ 1.6289\n- $37,500 × 1.6289 ≈ $61,083\n\nしかし、問題の解釈として、シンプルに：\n- 30年分の基本年金：$37,500\n- 20年後から10年間、毎年5%増加（単純増加）：10 × 5% = 50%増\n- $37,500 × 1.5 = $56,250\n\n最もシンプルな解釈：\n- 30年 × $1,250 = $37,500\n- 20年後から5%増なので、$37,500 × 1.05 = $39,375\n\nもしくは単純に30年分で5%ボーナス：$37,500 × 1.05 = $39,375\n\n回答: 39375\n確信度: 0.3"
mgsm_ja_064,math,claude-sonnet-4-6,verb_1s,アリーナが毎月$140かかるストリーミングサービスをサブスクライブしている。最初の半年分を彼女が支払い、その後の半年をストリーミングサービスが10%割引料金で彼女に提供した場合、彼女がその年の終わりまでに、そのストリーミングサービスに支払った料金を計算しなさい。,1596,1596,0.95,0.95,1,1,"最初の半年: $140 × 6 = $840\n\n後の半年: $140 × 0.9 × 6 = $126 × 6 = $756\n\n合計: $840 + $756 = $1,596\n\n回答: 1596\n確信度: 0.95"
mgsm_ja_065,math,claude-sonnet-4-6,verb_1s,ソフィアはロードトリップをすることを考えており、1タンク分のガソリンでどれくらいの距離を走れるかを知りたいと思っています。彼女は最後にタンクを満タンにして以来、100マイル運転しており、再度タンクを満タンにするには4ガロン入れる必要がありました。車の持主用マニュアルには、タンクには12ガロンのガスが入ると書いてあります。ソフィアは1タンク分のガソリンで何マイル進むことができますか？,300,300,0.99,0.99,1,1,回答: 300\n確信度: 0.99
mgsm_ja_066,math,claude-sonnet-4-6,verb_1s,ジムはテレビを観て2時間過ごし、それからベッドに行ってその半分の時間読書します。これを週に3回行います。彼は4週間で、何時間テレビを観ることと読書に費やしますか？,36,36,0.95,0.95,1,1,回答: 36\n確信度: 0.95
mgsm_ja_067,math,claude-sonnet-4-6,verb_1s,バスケットボールの大会で、4校が競っている。各学校が女子バスケットボールチームと男子バスケットボールチームを参加させており、各チーム5人いる。各学校はまた、コーチも1人参加させている。すべての学校で、全部で何人の人間が参加しているか？,48,44,0.99,0.99,0,1,回答: 44\n確信度: 0.99
mgsm_ja_068,math,claude-sonnet-4-6,verb_1s,トレジャーハンターは、宝石が詰まった、埋葬された宝のタンスを見つけた。175のダイヤモンドと、それよりも35少ないルビー、ルビーの2倍の数のエメラルドがあった。タンスには全部でいくつの宝石があった？,595,595,0.99,0.99,1,1,ダイヤモンド: 175\nルビー: 175 - 35 = 140\nエメラルド: 140 × 2 = 280\n\n合計: 175 + 140 + 280 = 595\n\n回答: 595\n確信度: 0.99
mgsm_ja_069,math,claude-sonnet-4-6,verb_1s,ウェルツ博士の学校には、女の子の数の2倍の男の子がいます。女子が60人で、教師1人に生徒が5人なら、何人の先生がいますか？,36,36,0.99,0.99,1,1,回答: 36\n確信度: 0.99
mgsm_ja_070,math,claude-sonnet-4-6,verb_1s,ベイリーは最初、ある程度のお金があります。それから彼女は8週間、$5の手当てを毎週受け取ります。8週間の終わりには、彼女が全部で$100持っていたとしたら、ベイリーは最初、いくら持っていましたか？,60,60,0.99,0.99,1,1,回答: 60\n確信度: 0.99
mgsm_ja_071,math,claude-sonnet-4-6,verb_1s,ジュディは、平日は毎日5つのダンスのクラスを教えており、土曜日は8クラス教えています。もしも各クラスに15人の生徒がおり、1人に$15請求しているとしたら、彼女は1週間でいくら稼ぎますか？,7425,7425,0.99,0.99,1,1,"平日(月〜金): 5クラス × 5日 = 25クラス\n土曜日: 8クラス\n合計: 25 + 8 = 33クラス\n\n1クラスあたりの収入: 15人 × $15 = $225\n\n週の収入: 33 × $225 = $7,425\n\n回答: 7425\n確信度: 0.99"
mgsm_ja_072,math,claude-sonnet-4-6,verb_1s,ケリーアンは料理の準備をするために2つのレシピがあり、1つ目は20の指示、2つ目は1つ目のレシピの2倍の指示がある。ケリーアンが2つの料理を準備するためには、どれだけの指示を読まなければいけないか？,60,60,0.99,0.99,1,1,回答: 60\n確信度: 0.99
mgsm_ja_073,math,claude-sonnet-4-6,verb_1s,トミーは1スライス$3のブラウニーと、$4のチーズケーキを売って、自分のチャリティーの費用を集めている。もしもトミーが43個のブラウニーと、23個のチーズケーキを売れば、トミーはいくら集められますか？,221,221,0.99,0.99,1,1,回答: 221\n確信度: 0.99
mgsm_ja_074,math,claude-sonnet-4-6,verb_1s,シーラは5つの携帯電話を3回払いで、それぞれ$150で購入した。各ユニットに、2%の利息が請求される。シーラは3カ月間、毎月いくら払うことになるか？,255,255,0.8,0.8,1,1,考え方を整理します。\n\n- 5つの携帯電話 × $150 = $750（合計）\n- 2%の利息がかかる：$750 × 2% = $15\n- 合計支払額：$750 + $15 = $765\n- 3回払い：$765 ÷ 3 = $255\n\n回答: 255\n確信度: 0.8
mgsm_ja_075,math,claude-sonnet-4-6,verb_1s,アーティーはファーマーズマーケットでフラワースタンドを開いています。彼は3種類の花、マリーゴールド、ペチュニア、ベゴニアを売っています。マリーゴールドは1鉢$2.74、ペチュニアは1鉢$1.87、ベゴニアは1鉢$2.12です。アーティーはお釣りを今日持っていないので、彼はすべてを、最も近いドル単位で価格設定することに決めました。もしもアーティーがマリーゴールドを12鉢、ペチュニアを9鉢、ベゴニアを17鉢売るとしたら、彼はいくら売ることができますか？,88,88,0.97,0.97,1,1,各花の価格を最も近いドル単位に丸めます：\n- マリーゴールド: $2.74 → $3\n- ペチュニア: $1.87 → $2\n- ベゴニア: $2.12 → $2\n\n売上計算：\n- マリーゴールド: 12 × $3 = $36\n- ペチュニア: 9 × $2 = $18\n- ベゴニア: 17 × $2 = $34\n\n合計: $36 + $18 + $34 = $88\n\n回答: 88\n確信度: 0.97
mgsm_ja_076,math,claude-sonnet-4-6,verb_1s,ルークは浜辺で砂の城を作り時間を過ごしている。彼は最終的に、砂の城の各階層は、その下の階層の半分の広さであると気付きます。もしも彼が、4階層の砂の城を作って、一番上の階の広さが16平方フィートの場合、各階層の平均の広さはどれくらいですか？,60,60,0.99,0.99,1,1,各階層の広さを計算します。\n\n一番上（4階）: 16平方フィート\n3階: 16 × 2 = 32平方フィート\n2階: 32 × 2 = 64平方フィート\n1階（一番下）: 64 × 2 = 128平方フィート\n\n合計: 16 + 32 + 64 + 128 = 240平方フィート\n平均: 240 ÷ 4 = 60平方フィート\n\n回答: 60\n確信度: 0.99
mgsm_ja_077,math,claude-sonnet-4-6,verb_1s,セシリアは新しい子犬を買ったばかりだ。彼女の獣医によると、彼女は子犬に毎日、最初の180日間は、ドッグフードを1カップ与える必要がある。それから、犬の寿命の残り期間、ドッグフードを2カップ与える必要がある。ドッグフード1袋に110カップ分入っている場合、セシリアは最初の1年間何袋のドッグフードがいるか？,5,5,0.95,0.95,1,1,最初の180日間: 1カップ/日 × 180日 = 180カップ\n残りの期間: 365日 - 180日 = 185日\n185日 × 2カップ/日 = 370カップ\n合計: 180 + 370 = 550カップ\n袋数: 550 ÷ 110 = 5袋\n\n回答: 5\n確信度: 0.95
mgsm_ja_078,math,claude-sonnet-4-6,verb_1s,レイモンドがサラが洗濯した分の半分洗濯をして、サラはデイビッドと同じくらい洗濯をした場合、サラが400ポンド洗濯をしたら、レイモンドとデイビッドの洗濯した量はどれだけの違いがありますか。,100,200,0.95,0.95,0,1,回答: 200\n確信度: 0.95
mgsm_ja_079,math,claude-sonnet-4-6,verb_1s,ビンセントは3本で$2.50のパッケージか、2本で$1のパッケージで花を買えます。よりお得な価格で、18本の花を買ったら、いくらお得になりますか？,6,6,0.95,0.95,1,1,まず、それぞれのパッケージの1本あたりの価格を計算します。\n\n**3本で$2.50のパッケージ:**\n1本あたり = $2.50 ÷ 3 ≈ $0.833\n\n**2本で$1.00のパッケージ:**\n1本あたり = $1.00 ÷ 2 = $0.50\n\n2本で$1のパッケージの方がお得です。\n\n**18本を2本パッケージで買う場合:**\n18 ÷ 2 = 9パッケージ\n9 × $1.00 = $9.00\n\n**18本を3本パッケージで買う場合:**\n18 ÷ 3 = 6パッケージ\n6 × $2.50 = $15.00\n\n**差額:**\n$15.00 - $9.00 = $6.00\n\n回答: 6\n確信度: 0.95
mgsm_ja_080,math,claude-sonnet-4-6,verb_1s,ジョンは犬の里親になります。犬をトリマーに連れて行き、$100かかります。トリマーは彼に、新しい顧客用の30%割引を提供します。トリミングの費用はいくらになりますか？,70,70,0.99,0.99,1,1,回答: 70\n確信度: 0.99
mgsm_ja_081,math,claude-sonnet-4-6,verb_1s,2人の少女がそれぞれ24リットルの水を6分の1飲んだ。それから男の子が水を6リットル飲んだ。何リットルの水が残ったか？,10,[34],,,0,0,回答: [34]\n確信度: [0.9]
mgsm_ja_082,math,claude-sonnet-4-6,verb_1s,チャーリーは10個のシールがあります。モールのストアで21個のシールを買い、誕生日に23個のシールをもらいました。それからチャーリーはそのうちの9個を妹にあげて、28個をグリーティングカードに使いました。チャーリーには何枚のシールが残っていますか？,17,17,0.95,0.95,1,1,回答: 17\n確信度: 0.95
mgsm_ja_083,math,claude-sonnet-4-6,verb_1s,グレースの体重は125ポンドです。アレックスの体重はグレースの体重の4倍よりも2ポンド軽いです。彼女達の体重の合計は何ポンドですか？,623,623,0.99,0.99,1,1,回答: 623\n確信度: 0.99
mgsm_ja_084,math,claude-sonnet-4-6,verb_1s,ダンはバラの苗を3つ植えます。それぞれのバラの苗には25本のバラがあります。それぞれのバラには8個のとげがあります。全部で何個のとげがありますか？,600,600,1.0,1.0,1,1,回答: 600\n確信度: 1.0
mgsm_ja_085,math,claude-sonnet-4-6,verb_1s,サッカーチームが22試合行った。彼らは負けた試合の数よりも8試合多く勝った。彼らは何回勝ったか？,15,15,0.95,0.95,1,1,回答: 15\n確信度: 0.95
mgsm_ja_086,math,claude-sonnet-4-6,verb_1s,ジーンはお土産のTシャツでキルトを縫っています。彼はバケーションに行くごとに1枚シャツを得ます。すべてのシャツがそれぞれのキルトのブロックとなります。各列に、異なる年のバケーションのブロックが使用されています。彼は23歳の時から年に4回バケーションに行っています。彼は現在34歳です。全部で何個のキルトのブロックがありますか？,44,44,0.85,0.85,1,1,23歳から34歳まで、年に4回バケーションに行っています。\n\n年数を計算します：34 - 23 = 11年間\n\nブロックの総数：11年 × 4回/年 = 44個\n\n回答: 44\n確信度: 0.85
mgsm_ja_087,math,claude-sonnet-4-6,verb_1s,グレッグはリマインダーとして、1日に3度アラームが鳴るようにセットしています。グレッグがオフにするまで鳴り続けます。今日最初にアラームがなり、4回鳴りました。2度目に鳴った時、1度目に鳴った回数の3倍長く鳴りました。3度目に鳴った時は、2度目の長さの半分鳴りました。全部で何回アラームは鳴りましたか？,22,22,0.9,0.9,1,1,回答: 22\n確信度: 0.9
mgsm_ja_088,math,claude-sonnet-4-6,verb_1s,ある企業は従業員に毎月$600払います。その会社は、5年間在籍した従業員の給料を毎年、当初の給料の10％ずつ増加させる方針を取り入れています。シルヴィーが、昨年の12月に、入社5年目を迎えた場合、彼女があと3年務めた後の年俸はいくらになりますか？,9360,10080,0.7,0.7,0,1,"月給$600からスタート。\n\n5年後から毎年10%増加（当初給料の10%、つまり$60ずつ増加）。\n\n昨年12月に入社5年目を迎えた = 現在6年目。\n\nあと3年務めた後 = 9年目終了時点。\n\n5年目終了時（6年目開始）: $600 + $60 = $660/月\n6年目終了時（7年目開始）: $660 + $60 = $720/月\n7年目終了時（8年目開始）: $720 + $60 = $780/月\n8年目終了時（9年目開始）: $780 + $60 = $840/月\n\n「あと3年務めた後」= 現在から3年後の給料\n\n現在（6年目）: $660/月\n1年後（7年目）: $720/月\n2年後（8年目）: $780/月\n3年後（9年目）: $840/月\n\n年俸 = $840 × 12 = $10,080\n\n回答: 10080\n確信度: 0.7"
mgsm_ja_089,math,claude-sonnet-4-6,verb_1s,"マリリンの最初のレコードはハラルドの10倍売れました。彼らが合わせて88,000枚売っていた場合、ハラルドは何枚売りましたか？",8000,8000,1.0,1.0,1,1,回答: 8000\n確信度: 1.0
mgsm_ja_090,math,claude-sonnet-4-6,verb_1s,クリスティーナは誕生日会を計画しており、4分の1の出席者は参加しないので、各招待客につき.75個のギフトバッグが必要です。彼女は16人の友人を招待しました。ギフトバッグはそれぞれ$2です。彼女はいくら使うことになりますか？,24,24,0.95,0.95,1,1,回答: 24\n確信度: 0.95
mgsm_ja_091,math,claude-sonnet-4-6,verb_1s,ティラノザウルスのテッドは恐竜ピクニックにポテトサラダを持っていこうと計画していました。彼は大人の恐竜はポテトサラダを10lbs食べ、子供は大人の半分を食べるとわかっています。テッドが皆に十分食べてもらいたいと思っている場合、もしも20匹の大人と5匹の子供がピクニックに参加するなら、何ポンドのポテトサラダをピクニックに持っていく必要がありますか？,225,225,0.99,0.99,1,1,回答: 225\n確信度: 0.99
mgsm_ja_092,math,claude-sonnet-4-6,verb_1s,ジャンにはマルシアの3倍の数のペットを飼っています。マルシアはシンディーよりも2匹多くペットを飼っています。もしシンディーが4匹のペットを飼っているなら、3人は全部で何匹のペットを飼っていますか？,28,22,0.99,0.99,0,1,回答: 22\n確信度: 0.99
mgsm_ja_093,math,claude-sonnet-4-6,verb_1s,エミリーはエイミー、ジャクソン、コリー、ジェームスという名前の4人の子供がいる。エイミーはジャクソンより5歳年上で、コリーより2歳若い。ジェームスが10歳で、コリーより1年若い場合、ジャクソンは何歳？,4,4,0.99,0.99,1,1,ジェームスが10歳、コリーはジェームスより1歳年上なのでコリーは11歳。\nエイミーはコリーより2歳若いのでエイミーは9歳。\nエイミーはジャクソンより5歳年上なのでジャクソンは9-5=4歳。\n\n回答: 4\n確信度: 0.99
mgsm_ja_094,math,claude-sonnet-4-6,verb_1s,リーはかつて、ジェラルドが400メートルハードルを走るよりも、2秒速いスピードで400メートルハードルを走ることができた。だがジェラルドが彼の食事を変えて、スピードが10%改善した。もしもリーが400メートルハードルを38秒で走ることができたら、食事を改善したジェラルドは400メートルハードルを何秒で走ることができるか？,36,36,0.9,0.9,1,1,回答: 36\n確信度: 0.9
mgsm_ja_095,math,claude-sonnet-4-6,verb_1s,近所では、ペットのウサギの数がペットの犬と猫を合わせた数よりも12匹少ない。犬1匹あたり2匹の猫がおり、犬の数は60匹だとすると、全部で近所には何匹のペットがいますか？,348,348,0.99,0.99,1,1,回答: 348\n確信度: 0.99
mgsm_ja_096,math,claude-sonnet-4-6,verb_1s,5年生の生徒200人のうち、2/5の生徒が男の子で、女の子の2/3がガールスカウトに入っている。ガールスカウトに入っていない女の子は何人？,40,40,0.95,0.95,1,1,回答: 40\n確信度: 0.95
mgsm_ja_097,math,claude-sonnet-4-6,verb_1s,ハリーは昨夜9時間寝ました。彼の友達のジェームスはハリーが寝た分の2/3だけしか寝ませんでした。ハリーはジェームズより、何時間多く寝ましたか？,3,3,1.0,1.0,1,1,回答: 3\n確信度: 1.0
mgsm_ja_098,math,claude-sonnet-4-6,verb_1s,フリーダがトマトの缶詰でソースを作ると、そのボリュームが半分減る。彼女が使うそれぞれ16オンスのトマト缶には3つのトマトが入っている。トマトソースの最後のバッチには32オンス入っていた。フリーダはトマトをいくつ使った？,12,12,0.95,0.95,1,1,回答: 12\n確信度: 0.95
mgsm_ja_099,math,claude-sonnet-4-6,verb_1s,車が高速道路に並んでいる。そのうちの何台かは、渋滞の最初の15分間を走り、次の20台は渋滞の残りの15分を走っている。列のうち、5台の車は渋滞を走らなくていいよう、出口から出た。もともと30台の車が高速道路にいたのなら、渋滞の最初の15分間を走った車は何台いる？,5,5,0.9,0.9,1,1,渋滞の最初の15分を走った車の数をxとする。\n\nx + 20 + 5 = 30\nx = 30 - 20 - 5\nx = 5\n\n回答: 5\n確信度: 0.9
mgsm_ja_100,math,claude-sonnet-4-6,verb_1s,マリーは熱心な演芸家です。昨日、彼女はお気に入りの育種場から18個の新しい鉢植えを受け取りました。彼女はすでに、彼女の広い田舎の家の、40の窓枠にそれぞれ2つの鉢植えを所有している。気が大きくなった彼女は、各窓枠から、1つの鉢植えを友達や家族に明日あげることにした。マリーにはいくつの鉢植えが残る？,58,58,0.95,0.95,1,1,既存の鉢植え: 40窓枠 × 2個 = 80個\n新しい鉢植え: 18個\n合計: 80 + 18 = 98個\n\n各窓枠から1つずつあげる: 40個をあげる\n残り: 98 - 40 = 58個\n\n回答: 58\n確信度: 0.95
mgsm_ja_101,math,claude-sonnet-4-6,verb_1s,ジェロームは特定の日に彼を訪ねてくる4人の友達がいます。最初の友達はジェロームがドアを開けるまでに、20回呼び鈴を鳴らし、2人目の友達はジェロームの最初の友達の1/4回鳴らしました。3人目の友達は呼び鈴を4人目の友達よりも10回多く鳴らしました。もしも4人目の友達が呼び鈴を60回鳴らしたら、呼び鈴は何回鳴りましたか？,175,121,0.85,0.85,0,1,回答: 121\n確信度: 0.85
mgsm_ja_102,math,claude-sonnet-4-6,verb_1s,ソロは科学の教科書を4ページ、社会学の教科書を20ページ、歴史の教科書を7ページ、地理の教科書を8ページ読まねばならい。ソロは月曜日15ページ読んだ。彼が読み終わるまでに後4日ある場合、平均で1日に何ページ読む必要がある？,6,6,0.97,0.97,1,1,総ページ数: 4 + 20 + 7 + 8 = 39ページ\n月曜日に15ページ読んだので、残り: 39 - 15 = 24ページ\n残り4日で24ページ読む必要がある: 24 ÷ 4 = 6ページ/日\n\n回答: 6\n確信度: 0.97
mgsm_ja_103,math,claude-sonnet-4-6,verb_1s,ジョンは朝ごはん、昼ごはん、夕飯の時に1杯の水を飲むことが好きだ。最終的に、彼はベッドに行く前にも1杯飲む。ジョンは平日毎日これをするが、週末はリラックスしたいと思っており、夕飯時には代わりにソーダを飲む。彼は週に何倍の水を飲むか？,26,17,0.95,0.95,0,1,回答: 17\n確信度: 0.95
mgsm_ja_104,math,claude-sonnet-4-6,verb_1s,海から流れてくる霧堤が、街を覆う。街の3マイルを覆うごとに10分かかる。もしも街が、海辺から反対の陸の端まで42マイルなら、街全体を霧が覆うまでに何分かかる？,140,140,0.95,0.95,1,1,回答: 140\n確信度: 0.95
mgsm_ja_105,math,claude-sonnet-4-6,verb_1s,ポピーは1000ピースのジグソーパズルを解いている。彼女は4分の1のピースをボードにはめて、彼女の母親が残りの3分の1をはめる。残りいくつのパズルのピースがはめられずに残っている？,500,500,0.9,0.9,1,1,回答: 500\n確信度: 0.9
mgsm_ja_106,math,claude-sonnet-4-6,verb_1s,コディーはアミールが食べる量の3倍のクッキーを食べます。アミールがもしも5枚のクッキーを食べるとすると、彼らは二人で何枚のクッキーを食べますか？,20,20,1.0,1.0,1,1,回答: 20\n確信度: 1.0
mgsm_ja_107,math,claude-sonnet-4-6,verb_1s,ジョンは3箱持っています。それぞれの箱は5インチ×6インチ×4インチです。壁は1インチの暑さです。3箱全部の内容量はどれくらいですか？,72,72,0.8,0.8,1,1,内寸を計算します。\n壁の厚さが1インチなので、各辺から両側で2インチ引きます。\n\n内寸：(5-2)×(6-2)×(4-2) = 3×4×2 = 24立方インチ（1箱あたり）\n\n3箱合計：24×3 = 72立方インチ\n\n回答: 72\n確信度: 0.8
mgsm_ja_108,math,claude-sonnet-4-6,verb_1s,フランキーは毎晩宿題が終わった後にテレビを観ます。月曜日と火曜日、彼はそれぞれの日のお気に入りの番組の1時間のエピソードを観ました。水曜日、彼は30分のエピソードをいくつか観ました。木曜日、彼は宿題を早く終わらせて、1時間のエピソードと30分の番組を観ました。金曜日の週末、彼は遅くまで起きて、1時間のエピソードを2つ観ました。もしも彼が全部でテレビを7時間観たとすると、水曜日に彼は30分のエピソードをいくつ観ましたか？,3,3,0.97,0.97,1,1,月曜日: 1時間\n火曜日: 1時間\n水曜日: 30分 × n\n木曜日: 1時間 + 30分 = 1.5時間\n金曜日: 1時間 × 2 = 2時間\n\n合計: 1 + 1 + 0.5n + 1.5 + 2 = 7\n5.5 + 0.5n = 7\n0.5n = 1.5\nn = 3\n\n回答: 3\n確信度: 0.97
mgsm_ja_109,math,claude-sonnet-4-6,verb_1s,ヘンリーは地元のコンテストのためにクッキーを作っています。彼は去年焼いた数の2倍焼きたいと思っています。焼き終えたら、彼は実際に、思っていた数より15枚多く焼いていることに気付きました。彼はクッキーを冷やすために取り出しながら、それらのうち5枚を取り除き、現在全部で110枚のクッキーがあります。ヘンリーは去年、何枚のクッキーを焼きましたか？,50,50,0.99,0.99,1,1,現在110枚、5枚取り除いた後なので、取り除く前は115枚。\n115枚は思っていた数より15枚多いので、思っていた数は100枚。\n思っていた数は去年の2倍なので、去年は50枚。\n\n回答: 50\n確信度: 0.99
mgsm_ja_110,math,claude-sonnet-4-6,verb_1s,地元のガソリンステーションは、1ガロン$3.00で売っている。アプリ会社は、このガソリンステーションで給油すれば、1ガロンごとに$.20キャッシュバックしてくれる。もしも誰かが10ガロンのガソリンを買えば、キャッシュバックされた後のガス料金はいくらになりますか？,28,28,0.99,0.99,1,1,回答: 28\n確信度: 0.99
mgsm_ja_111,math,claude-sonnet-4-6,verb_1s,マルセルとベトリースはどちらが多くのフルーツロールを食べられるか競い合っており、彼らは見つけただけのフルーツロールを広げた。残念ながら、誰かが間違えており、ベトリースのものは、2ロール分の幅で、24ロール分の長さだった一方、マルセルのものは、3ロール分の幅で、14ロール分の長さだった。彼らがすべての量食べたとすると、彼らは平均でどれだけ食べたか？,45,45,0.9,0.9,1,1,ベトリースのフルーツロール: 2 × 24 = 48ロール\nマルセルのフルーツロール: 3 × 14 = 42ロール\n合計: 48 + 42 = 90ロール\n平均: 90 ÷ 2 = 45ロール\n\n回答: 45\n確信度: 0.9
mgsm_ja_112,math,claude-sonnet-4-6,verb_1s,ジュリアのボートが、湖を運転中に水漏れを起こした。ボートは彼女が岸辺に向かい10フィートこぐたびに、2リットルの水が入っか。岸辺は64秒先だった。ジュリアが岸辺にたどり着くまでに、どれだけの水がボートに入ったか？,16,12,0.4,0.4,0,1,問題を整理します：\n- 10フィートこぐごとに2リットルの水が入る\n- 岸辺は64フィート先（「64秒先」とありますが、文脈から64フィートと解釈）\n\n64フィート ÷ 10フィート = 6.4 → 6回（10フィートの区切り）\n\n待って、再読します。「64秒先」とあります。しかし単位が混在しています。問題の意図としては「64フィート先」と考えるのが自然です。\n\n64 ÷ 10 = 6.4回 → 6回分（端数は10フィートに満たない）\n\nいや、切り上げて考えると：\n- 10フィートごとに2リットル\n- 64フィート進む場合：ceil(64/10) = 7回? または floor(64/10) = 6回?\n\n一般的なこの種の問題では、64フィートを10フィートで割ると6.4なので、6回と考えることが多いですが、実際には64フィート進むので7区間とも考えられます。\n\n最もシンプルな解釈：64 ÷ 10 × 2 = 12.8リットル\n\nしかし整数問題として考えると、6回 × 2 = 12リットルが妥当かもしれません。\n\n回答: 12\n確信度: 0.4
mgsm_ja_113,math,claude-sonnet-4-6,verb_1s,教室には、その教室を順番に使う4人の教師に共有される、ホワイトボードがある。各先生は1日に2クラスあり、各クラスでホワイトボードを使う。もしもホワイトボードが1回のクラスで3回掃除されるとしたら、ホワイトボードは1日に何回掃除されますか？,24,24,0.9,0.9,1,1,回答: 24\n確信度: 0.9
mgsm_ja_114,math,claude-sonnet-4-6,verb_1s,ライアンは彼の庭に、1日に2つの花を植える。15日後、5つの花が育たなかったとすると、彼はいくつの花を持っているか？,25,25,0.95,0.95,1,1,回答: 25\n確信度: 0.95
mgsm_ja_115,math,claude-sonnet-4-6,verb_1s,ジャマールの電話はブリタニーの電話の6倍多くの写真を保存できる。ブリタニーの電話が保存できる写真の最大の数は、ジャマールが動物園でアヒルを撮った写真の中の、鳥の数の50倍だ。もしもジャマールの携帯電話が、1800枚の写真を保存できる場合、ジャマールが動物園でアヒルを撮った写真に、何匹アヒルがいる？,6,6,0.9,0.9,1,1,回答の手順を考えます。\n\n1. ジャマールの電話は1800枚保存できる\n2. ジャマールの電話はブリタニーの電話の6倍多く保存できる\n   → ブリタニーの電話 = 1800 ÷ 6 = 300枚\n\n3. ブリタニーの電話(300枚)は、アヒルの数の50倍\n   → アヒルの数 = 300 ÷ 50 = 6匹\n\n回答: 6\n確信度: 0.9
mgsm_ja_116,math,claude-sonnet-4-6,verb_1s,サーシャは材木の値段が、彼女がいくつか購入してから数か月で、50%上がっていることに気がつきました。彼女は残りがあるので、それらを売ることにしました。彼女は、2 x 4 x 10の板が10枚あり、それぞれ$10コストがかかります。彼女はまた、4 x 4 x 10の板も5枚あり、それらはそれぞれ$16で購入しました。彼女がすべて売った場合、彼女はいくら利益を得られますか？,90,90,0.9,0.9,1,1,材木の値段が50%上がったので、売値は購入価格の1.5倍になります。\n\n2 x 4 x 10の板：\n- 購入価格：$10 × 10枚 = $100\n- 売値：$10 × 1.5 × 10枚 = $150\n- 利益：$50\n\n4 x 4 x 10の板：\n- 購入価格：$16 × 5枚 = $80\n- 売値：$16 × 1.5 × 5枚 = $120\n- 利益：$40\n\n合計利益：$50 + $40 = $90\n\n回答: 90\n確信度: 0.9
mgsm_ja_117,math,claude-sonnet-4-6,verb_1s,ケイティはコーヒーを、小さじ数杯の砂糖と数杯のお湯を7:13の割合で作ります。全部で小さじ120杯の砂糖とお湯を使った場合、彼女が使った砂糖が小さじ何杯になるかを計算しなさい。,42,42,0.99,0.99,1,1,回答: 42\n確信度: 0.99
mgsm_ja_118,math,claude-sonnet-4-6,verb_1s,ジョンは彼の3人の子供に2足の靴をそれぞれ購入します。それぞれ$60します。彼はいくら払いましたか？,360,360,0.95,0.95,1,1,回答: 360\n確信度: 0.95
mgsm_ja_119,math,claude-sonnet-4-6,verb_1s,海辺の主な港の税関職員は、輸入車の2台分のコンテナをチェックしており、各コンテナには5台の車が中に入っている。次の日、さらに多くのコンテナが運び込まれ、港の車両の数は全部で30となった。すべてのコンテナに5台の車が入っていたとすると、2日目にいくつのコンテナが輸入されたかを計算しなさい。,4,4,0.95,0.95,1,1,回答: 4\n確信度: 0.95
mgsm_ja_120,math,claude-sonnet-4-6,verb_1s,エイドリアンの給与総額は、リリアの給与よりも30%高い。4年後、彼の給与は上がり、4年前と比べて、40%収入を増やしていた。エイドリアンとリリアの給与が、同時に上がっていた場合、そしてエイドリアンが4年前、$40000稼いでいた場合、彼ら二人が4年後に受けとっか給与総額はいくらになりますか？,95200,99077,0.4,0.4,0,1,"問題を解きます。\n\n**エイドリアンの給与:**\n- 4年前: $40,000\n- 4年後: $40,000 × 1.40 = $56,000\n\n**リリアの給与:**\n- エイドリアンの給与はリリアより30%高い\n- 4年前のリリアの給与: $40,000 ÷ 1.30 = $30,769.23...\n\n「同時に上がっていた場合」→ リリアも同じ40%増と解釈\n\n- 4年後のリリアの給与: $30,769.23 × 1.40 = $43,076.92...\n\n**合計:**\n$56,000 + $43,076.92 ≈ $99,076.92\n\nしかし、別の解釈として、リリアも同じ割合(40%)で増加した場合：\n\n4年前のリリア: $40,000 / 1.3 ≈ $30,769.23\n4年後のリリア: $30,769.23 × 1.4 ≈ $43,076.92\n\n合計 = $56,000 + $43,076.92 ≈ $99,076.92\n\n整数で考えると約$99,077\n\n回答: 99077\n確信度: 0.4"
